"","id","uri","product_page","type"
"91",91,"/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/regionallabourmarket/latest","/employmentandlabourmarket/peopleinwork/employmentandemployeetypes","bulletin"
"92",92,"/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/businessregisterandemploymentsurveybresprovisionalresults/latest","/employmentandlabourmarket/peopleinwork/employmentandemployeetypes","bulletin"
"93",93,"/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/workingandworklesshouseholds/latest","/employmentandlabourmarket/peopleinwork/employmentandemployeetypes","bulletin"
"94",94,"/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/keystatisticsandquickstatisticsforlocalauthoritiesintheunitedkingdom/latest","/employmentandlabourmarket/peopleinwork/employmentandemployeetypes","bulletin"
"95",95,"/employmentandlabourmarket/peopleinwork/labourproductivity/bulletins/labourproductivity/latest","/employmentandlabourmarket/peopleinwork/labourproductivity","bulletin"
"96",96,"/employmentandlabourmarket/peopleinwork/publicsectorpersonnel/bulletins/publicsectoremployment/latest","/employmentandlabourmarket/peopleinwork/publicsectorpersonnel","bulletin"
"97",97,"/employmentandlabourmarket/peopleinwork/publicsectorpersonnel/bulletins/civilservicestatistics/latest","/employmentandlabourmarket/peopleinwork/publicsectorpersonnel","bulletin"
"98",98,"/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/uklabourmarket/latest","/employmentandlabourmarket/peopleinwork/workplacedisputesandworkingconditions","bulletin"
"99",99,"/employmentandlabourmarket/peopleinwork/workplacepensions/bulletins/annualsurveyofhoursandearningspensiontables/latest","/employmentandlabourmarket/peopleinwork/workplacepensions","bulletin"
"100",100,"/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/uklabourmarket/latest","/employmentandlabourmarket/peoplenotinwork/economicinactivity","bulletin"
"101",101,"/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/uklabourmarket/latest","/employmentandlabourmarket/peoplenotinwork/outofworkbenefits","bulletin"
"102",102,"/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/uklabourmarket/latest","/employmentandlabourmarket/peoplenotinwork/redundancies","bulletin"
"103",103,"/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/uklabourmarket/latest","/employmentandlabourmarket/peoplenotinwork/unemployment","bulletin"
"104",104,"/employmentandlabourmarket/peoplenotinwork/unemployment/bulletins/worklesshouseholdsforregionsacrosstheuk/latest","/employmentandlabourmarket/peoplenotinwork/unemployment","bulletin"
"105",105,"/employmentandlabourmarket/peoplenotinwork/unemployment/bulletins/youngpeoplenotineducationemploymentortrainingneet/latest","/employmentandlabourmarket/peoplenotinwork/unemployment","bulletin"
"106",106,"/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/workingandworklesshouseholds/latest","/employmentandlabourmarket/peoplenotinwork/unemployment","bulletin"
"107",107,"/peoplepopulationandcommunity/birthsdeathsandmarriages/ageing/bulletins/estimatesoftheveryoldincludingcentenarians/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/ageing","bulletin"
"108",108,"/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates/bulletins/conceptionstatistics/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates","bulletin"
"109",109,"/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/birthsummarytablesenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates","bulletin"
"110",110,"/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/characteristicsofbirth2/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates","bulletin"
"111",111,"/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates/bulletins/childbearingforwomenbornindifferentyearsenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates","bulletin"
"112",112,"/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/parentscountryofbirthenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates","bulletin"
"113",113,"/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates/bulletins/cohortfertility/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates","bulletin"
"114",114,"/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/livebirthsinenglandandwalesbycharacteristicsofmother1/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates","bulletin"
"115",115,"/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/birthcharacteristicsinenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates","bulletin"
"116",116,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregistrationsummarytables/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"117",117,"/peoplepopulationandcommunity/healthandsocialcare/healthcaresystem/bulletins/nationalsurveyofbereavedpeoplevoices/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"118",118,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredinenglandandwalesseriesdr/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"119",119,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/childhoodinfantandperinatalmortalityinenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"120",120,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsinvolvingclostridiumdifficileenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"121",121,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsinvolvingmrsa/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"122",122,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredinenglandandwalesseriesdr/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"123",123,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/unexplaineddeathsininfancyenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"124",124,"/peoplepopulationandcommunity/healthandsocialcare/causesofdeath/bulletins/alcoholrelateddeathsintheunitedkingdom/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"125",125,"/peoplepopulationandcommunity/healthandsocialcare/causesofdeath/bulletins/avoidablemortalityinenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"126",126,"/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/cancerregistrationstatisticsengland/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"127",127,"/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/cancersurvivalbynhsenglandareateamadultsdiagnosed/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"128",128,"/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/cancersurvivalinenglandadultsdiagnosed/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"129",129,"/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/childhoodcancersurvivalinengland/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"130",130,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsrelatedtodrugpoisoninginenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"131",131,"/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/indexofcancersurvivalforclinicalcommissioninggroupsinengland/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"132",132,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/excesswintermortalityinenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"133",133,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/impactoftheimplementationofirissoftwareforicd10causeofdeathcodingonmortalitystatisticsenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"134",134,"/peoplepopulationandcommunity/healthandsocialcare/causesofdeath/bulletins/pregnancyandethnicfactorsinfluencingbirthsandinfantmortality/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths","bulletin"
"135",135,"/peoplepopulationandcommunity/birthsdeathsandmarriages/divorce/bulletins/divorcesinenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/divorce","bulletin"
"136",136,"/peoplepopulationandcommunity/birthsdeathsandmarriages/families/bulletins/familiesandhouseholds/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/families","bulletin"
"137",137,"/peoplepopulationandcommunity/birthsdeathsandmarriages/lifeexpectancies/bulletins/lifeexpectancyatbirthandatage65bylocalareasinenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/lifeexpectancies","bulletin"
"138",138,"/peoplepopulationandcommunity/birthsdeathsandmarriages/lifeexpectancies/bulletins/nationallifetablesunitedkingdom/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/lifeexpectancies","bulletin"
"139",139,"/peoplepopulationandcommunity/birthsdeathsandmarriages/lifeexpectancies/bulletins/lifeexpectancyatbirthandatage65bylocalareasintheunitedkingdom/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/lifeexpectancies","bulletin"
"140",140,"/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/babynamesenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths","bulletin"
"141",141,"/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/birthsummarytablesenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths","bulletin"
"142",142,"/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/parentscountryofbirthenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths","bulletin"
"143",143,"/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates/bulletins/childbearingforwomenbornindifferentyearsenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths","bulletin"
"144",144,"/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/livebirthsinenglandandwalesbycharacteristicsofmother1/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths","bulletin"
"145",145,"/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/characteristicsofbirth2/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths","bulletin"
"146",146,"/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates/bulletins/cohortfertility/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths","bulletin"
"147",147,"/peoplepopulationandcommunity/birthsdeathsandmarriages/conceptionandfertilityrates/bulletins/conceptionstatistics/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths","bulletin"
"148",148,"/peoplepopulationandcommunity/healthandsocialcare/causesofdeath/bulletins/pregnancyandethnicfactorsinfluencingbirthsandinfantmortality/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths","bulletin"
"149",149,"/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/bulletins/civilpartnershipsinenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships","bulletin"
"150",150,"/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/bulletins/marriagesinenglandandwalesprovisional/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships","bulletin"
"151",151,"/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/birthsummarytablesenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/stillbirths","bulletin"
"152",152,"/peoplepopulationandcommunity/healthandsocialcare/causesofdeath/bulletins/pregnancyandethnicfactorsinfluencingbirthsandinfantmortality/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/stillbirths","bulletin"
"153",153,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/childhoodinfantandperinatalmortalityinenglandandwales/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/stillbirths","bulletin"
"154",154,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregistrationsummarytables/latest","/peoplepopulationandcommunity/birthsdeathsandmarriages/stillbirths","bulletin"
"155",155,"/peoplepopulationandcommunity/elections/electoralregistration/bulletins/electoralstatisticsforuk/latest","/peoplepopulationandcommunity/elections/electoralregistration","bulletin"
"156",156,"/peoplepopulationandcommunity/elections/electoralregistration/bulletins/electoralstatisticsforenglandwalesandnorthernireland/latest","/peoplepopulationandcommunity/elections/electoralregistration","bulletin"
"157",157,"/peoplepopulationandcommunity/healthandsocialcare/causesofdeath/bulletins/avoidablemortalityinenglandandwales/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"158",158,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsrelatedtodrugpoisoninginenglandandwales/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"159",159,"/peoplepopulationandcommunity/healthandsocialcare/causesofdeath/bulletins/alcoholrelateddeathsintheunitedkingdom/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"160",160,"/peoplepopulationandcommunity/healthandsocialcare/causesofdeath/bulletins/pregnancyandethnicfactorsinfluencingbirthsandinfantmortality/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
